10.1	1545954984	5359.388444	0	0
10.2	1545955124	792.2574222	0	0
10.3	1545955357	3099.124622	0	0
10.4	1545955684	3402.046578	0	0
10.5	1545956056	3868.080356	0	0
10.6	1545956429	3635.063467	0	0
10.7	1545956779	3308.839822	0	0
10.8	1545957105	3029.219556	0	0
10.9	1545957385	2819.504356	0	0
11	1545957664	2493.280711	0	0
11.1	1545957874	2027.246933	0	0
11.2	1545958037	1048.576	0	0
11.3	1545958153	2050.548622	0	0
11.4	1545958223	-3961.287111	0	0
11.5	1545958247	16404.38898	0	0
11.6	1545963909	108888.7922	0	0
11.7	1545980896	227913.819	0	0
11.8	1546009254	340251.2612	0	0
11.9	1546049030	455012.0789	0	0
12	1546100270	570052.517	0	0
12.1	1546163069	685978.4192	0	0
12.2	1546237517	803442.2329	0	0
12.3	1546323734	920183.6942	0	0
12.4	1546421857	1045500.177	0	0
12.5	1546531981	1145324.612	0	0
12.6	1546648489	1172191.46	0	0
12.7	1546765534	1171935.141	0	0
12.8	1546883114	1178809.139	0	0
12.9	1547001207	1183585.985	0	0
13	1547119836	1188735.659	0	0
13.1	1547238954	1193605.712	0	0
13.2	1547358562	1198359.256	0	0
13.3	1547478612	1202972.991	0	0
13.4	1547599128	1207400.311	0	0
13.5	1547720087	1211687.822	0	0
13.6	1547841466	1215788.919	0	0
13.7	1547963241	1219726.905	0	0
13.8	1548085411	1223501.778	0	0
13.9	1548207932	1227066.937	0	0
14	1548330825	1230468.983	0	0
14.1	1548454021	1233684.617	0	0
14.2	1548577543	1236713.836	0	0
14.3	1548701368	1239556.642	0	0
14.4	1548825450	1242189.733	0	0
14.5	1548949811	1244636.41	0	0
14.6	1549074382	1246873.372	0	0
14.7	1549199162	1248900.619	0	0
14.8	1549324152	1250741.453	0	0
14.9	1549449306	1252372.571	0	0
15	1549574622	1253770.672	0	0
15.1	1549700055	1254982.36	0	0
15.2	1549825605	1255961.031	0	0
15.3	1549951247	1256729.987	0	0
15.4	1550076937	1257289.227	0	0
15.5	1550202696	1257615.451	0	0
15.6	1550328455	1257755.261	0	0
15.7	1550454238	1257638.753	0	0
15.8	1550579997	1257335.831	0	0
15.9	1550705686	1256799.892	0	0
16	1550831329	1256054.238	0	0
16.1	1550956902	1255075.567	0	0
16.2	1551082358	1253887.181	0	0
16.3	1551207674	1252489.079	0	0
16.4	1551332828	1250857.961	0	0
16.5	1551457841	1249040.43	0	0
16.6	1551582645	1246989.881	0	0
16.7	1551707216	1244729.617	0	0
16.8	1551831577	1242259.638	0	0
16.9	1551955682	1239603.246	0	0
17	1552079484	1236713.836	0	0
17.1	1552203006	1233638.013	0	0
17.2	1552326202	1230375.777	0	0
17.3	1552449072	1226903.825	0	0
17.4	1552571592	1223222.158	0	0
17.5	1552693716	1219377.38	0	0
17.6	1552815444	1215322.886	0	0
17.7	1552936776	1211105.28	0	0
17.8	1553057665	1206701.261	0	0
17.9	1553178112	1202134.13	0	0
18	1553298092	1197380.585	0	0
18.1	1553417583	1192463.929	0	0
18.2	1553536585	1187384.161	0	0
18.3	1553655051	1182141.281	0	0
18.4	1553773004	1176758.591	0	0
18.5	1553890398	1171212.789	0	0
18.6	1554007233	1165527.177	0	0
18.7	1554123508	1159701.754	0	0
18.8	1554239178	1153736.522	0	0
18.9	1554354241	1147654.781	0	0
19	1554468699	1141433.23	0	0
19.1	1554582528	1135095.171	0	0
19.2	1554695704	1128640.603	0	0
19.3	1554808251	1122069.527	0	0
19.4	1554920123	1115381.942	0	0
19.5	1555031318	1108624.452	0	0
19.6	1555141838	1101750.454	0	0
19.7	1555251659	1094783.249	0	0
19.8	1555360804	1087722.837	0	0
19.9	1555469204	1080592.521	0	0
20	1555576904	1073415.6	0	0
20.1	1555683882	1066028.965	0	0
20.2	1555790138	1059038.458	0	0
20.3	1555895625	1050277.023	0	0
20.4	1556000389	1047876.949	0	0
20.5	1556104408	1021382.929	0	0
20.6	1556202508	930226.7221	0	0
20.7	1556289726	817073.7209	0	0
20.8	1556366202	712146.2158	0	0
20.9	1556432146	607102.2023	0	0
21	1556487674	503852.4188	0	0
21.1	1556532949	401767.7198	0	0
21.2	1556568065	300195.658	0	0
21.3	1556593068	200953.765	0	0
21.4	1556608051	96026.25991	0	0
21.5	1556613037	14283.93529	0	0
21.6	1556613014	-4613.7344	0	0
21.7	1556612897	-512.6371556	0	0
21.8	1556612711	-2469.979022	0	0
21.9	1556612455	-2726.2976	0	0
22	1556612152	-3122.426311	0	0
22.1	1556611849	-2936.0128	0	0
22.2	1556611569	-2656.392533	0	0
22.3	1556611313	-2423.375644	0	0
22.4	1556611080	-2213.660444	0	0
22.5	1556610870	-1910.738489	0	0
22.6	1556610707	-1444.704711	0	0
22.7	1556610590	-978.6709333	0	0
22.8	1556610497	-605.8439111	0	0
22.9	1556610451	-302.9219556	0	0
23	1556610451	0	0	0
PVT data end
